CCS_CATEGORY,CCS_DESCRIPTION,DRUG_NAME,PATIENTS
89,Blindness,Ceftriaxone Sandoz powder for IV Injection,3
89,Blindness,ANNA F COATED TABLETS,3
89,Blindness,"METHYLTESTOSTERONE TABLETS 10MG ""JOHNSON",3
90,Eyeinfectn,MENNA CAPSULES,2
90,Eyeinfectn,"SODIUM CHLORIDE INJECTION ""Y.F.",4
90,Eyeinfectn,EYE RINDERON-A OINTMENT,1
90,Eyeinfectn,CODEINE PHOSPHATE INJECTION 15MG/ML,1
90,Eyeinfectn,"EYE BETASON-N OINTMENT ""WINSTON",17
90,Eyeinfectn,"LIDOCAINE HCL 2% FOR I.V. INJECTION ""LITA",1
90,Eyeinfectn,"HYDROXOCOBALAMIN INJECTION ""TAI YU",1
90,Eyeinfectn,"TRIAMCINOLONE SUSPENDED INJECTION 4% ""TAI YU",3
90,Eyeinfectn,"EPINEPHRINE INJECTION ""VPP",3
90,Eyeinfectn,"MANNITOL INJECTION 20% ""SHUN HWA",1
90,Eyeinfectn,KINGMIN OPHTHALMIC SOLUTION (SULFAMETHOXAZOLE),89
90,Eyeinfectn,"PANBICORT INJECTION (TRIAMCINOLONE) ""PANBIOTIC",1
90,Eyeinfectn,"YONFUPHARM"" IBUPROFEN TABLETS",9
90,Eyeinfectn,FUMUCIL INJECTION (ACETYLCYSTEINE),9
90,Eyeinfectn,"AMOXICILLIN CAPSULES 250MG ""S.T.",1
90,Eyeinfectn,"MAGNESIUM OXIDE TABLETS ""KINGDOM",2
90,Eyeinfectn,"DEXTROSE AND SODIUM CHLORIDE INJECTION 5%/0.9% ""Y.F.",1
90,Eyeinfectn,"GENTAMYCIN OPHTH. OINTMENT 3MG/GM ""GCPC",2
90,Eyeinfectn,"SOMIN TABLETS 2MG (DEXCHLORPHENIRAMINE) ""YUNG SHIN",2
90,Eyeinfectn,"PHENYLEPRINE HYDROCHLORIDE OPHTHALMIC SOLUTION 10% ""WU FU",1
90,Eyeinfectn,"REBAMOL TABLETS 500MG (METHOCARBAMOL) "" WINSTON ",8
90,Eyeinfectn,"ATROPINE SULPHATE OPHTHALMIC SOLUTION 1% ""WU FU",2
90,Eyeinfectn,"CHLORAMPHENICOL OPHTHALMIC SOLUTION 0.25% ""SYNMOSA",67
90,Eyeinfectn,"GUAPHEN SYRUP 20MG/ML (GUAIFENESIN) ""CENTER",1
90,Eyeinfectn,"K-CITRATE GRANULES ""GENTLE",1
90,Eyeinfectn,TINTEN TABLETS 500MG,30
90,Eyeinfectn,SECORINE SYRUP,1
90,Eyeinfectn,SPIZ SYRUP,1
90,Eyeinfectn,"ESZO TABLETS 2MG""S.T.""(ESTAZOLAM)",3
90,Eyeinfectn,"SALAZINE ENTERIC COATED  TABLETS 500MG (SULFASALAZINE)""S.T",1
90,Eyeinfectn,"FOXONE OPHTHALMIC SUSPENSION 1MG/ML ""VINSTON",54
90,Eyeinfectn,"KARTEOL OPHTHALMIC SOLUTION 2% ""KINGDOM""(CARTEOLOL HCL)",2
90,Eyeinfectn,"FOXONE OPHTHALMIC SUSPENSION 0.2MG/ML ""WINSTON",82
90,Eyeinfectn,"CLONOPAM TABLETS 0.5MG ""KINGDOM""(CLONAZEPAM)",1
90,Eyeinfectn,AZAMUN FILM COATED TABLETS 50MG,9
90,Eyeinfectn,"FLUCASON OPHTHALMIC SUSPENSION0.02%  ""KINGDOM"" FLUOROMETOLONE",8
90,Eyeinfectn,GENDERMIN OPHTHALMIC OINTMENT 3MG/GM (GENTAMICIN SULFATE),2
90,Eyeinfectn,KINTROPINE EYE DROPS 0.125%“KINGDOM”,4
90,Eyeinfectn,KINTROPINE EYE DROPS 0.25%”KINGDOM”,2
90,Eyeinfectn,DEVIRUS OPHTHALMIC OINTMENT,13
90,Eyeinfectn,SUKERIN OPHTHALMIC SOLUTION 0.5%W/V“UNION”,2
90,Eyeinfectn,HYDROQUINE FILM COATED TABLETS 200MG,3
90,Eyeinfectn,TETRACYCLINE OPHTHALMIC OINTMENT“WINSTON”,7
90,Eyeinfectn,"FLUPINE TABLETS 0.25MG ""JOHNSON"" (FLUDIAZEPAM)",11
90,Eyeinfectn,"INDOMEN SUPPOSITORIES ""YUNG SHIN",1
90,Eyeinfectn,DEXAMETHASONE INJECTION,3
90,Eyeinfectn,"AMOXICILLIN CAPSULES ""YUNG SHIN",2
90,Eyeinfectn,"SILENCE TABLETS ""YUNG SHIN""(LORAZEPAM)",5
90,Eyeinfectn,"PONSTAL CAPSULES 250MG  ""SINPHAR""(MEFENAMIC ACID)",2
90,Eyeinfectn,"TREN CAPSULES 250MG (TRANEXAMIC ACID) ""YUNG SHIN",2
90,Eyeinfectn,"MORCASIN TABLETS ""SINPHAR",1
90,Eyeinfectn,ANTICA SYRUP,1
90,Eyeinfectn,"COMPESOLON TABLETS 5MG ""PINE LAWER"" (PREDNISOLONE)",32
90,Eyeinfectn,BUFENCON INJECTION,1
90,Eyeinfectn,"MUSCO TABLETS 30MG ""STANDARD"" (AMBROXOL HYDROCHLORIDE)",1
90,Eyeinfectn,"CLEO EYE DROP 3MG/ML (TOBRAMYCIN) ""PURZER",6
90,Eyeinfectn,"DOXYCYCLINE CAPSULES 100MG ""P.L.",6
90,Eyeinfectn,"FUSONE EYE DROPS 1MG/ML ""MEDICINE"" (BETAMETHASONE)",10
90,Eyeinfectn,"SINTROPIC OPHTHALMIC SOLUTION 5MG/ML ""SINPHAR",2
90,Eyeinfectn,"DEHERP CREAM 5% ""STANDARD"" (ACYCLOVIR)",2
90,Eyeinfectn,ACYLETE TABLETS 200MG (ACYCLOVIR),1
90,Eyeinfectn,"IBUPROFEN ORAL SUSPENSION 20MG/ML ""CENTER",2
90,Eyeinfectn,"ASCOTYL ENTERIC-MICROENCAPSULATED CAPSULES 100MG ""STANDARD",1
90,Eyeinfectn,MEPTIN-MINI TABLETS,1
90,Eyeinfectn,"CETIRIZINE ORAL SOLUTION 1MG/ML ""CENTER",1
90,Eyeinfectn,"CLORAMPHENICOL 0.25% EYE DROPS ""SINPHAR",21
90,Eyeinfectn,XYZINE F.C. TABLETS 5MG,3
90,Eyeinfectn,TROPINE EYE DROPS 0.125% 〝MEDICINE〞(ATROPINE SULFATE),2
90,Eyeinfectn,SULMEZOLE EYE DROPS 4%“MEDICINE”(SULFAMETHOXAZOLE SODIUM),29
90,Eyeinfectn,RIVOTRIL 2MG TABLET,3
90,Eyeinfectn,STERILE SOLU-MEDROL 500MG,1
90,Eyeinfectn,SANDIMMUN CONCENTRATE FOR INTRAVENOUS INFUSIO,1
90,Eyeinfectn,CYCLOGYL 1%,2
90,Eyeinfectn,CYCLOGYL 2%,2
90,Eyeinfectn,TREXAN 2.5MG TABLETS,5
90,Eyeinfectn,MYDRIACYL 1%,8
90,Eyeinfectn,TOBREX EYE OINTMENT,12
90,Eyeinfectn,TEARS NATURALE,29
90,Eyeinfectn,DURATEARS STERILE OPH OINT,61
90,Eyeinfectn,ECONOPRED PLUS 1%,47
90,Eyeinfectn,"AUGMENTIN FOR INTRAVENOUS INJECTION 600MG, 1.2GM",1
90,Eyeinfectn,TOBRADEX OPHTHALMIC SUSPENSION,10
90,Eyeinfectn,LIQUIFILM TEARS,55
90,Eyeinfectn,1% PRED FORTE OPHTHALMIC SUSPENSION,2
90,Eyeinfectn,BETOPTIC S STERILE OPHTHALMIC SUSPENSION,13
90,Eyeinfectn,TOBRADEX STERILE OPHTHALMIC OINTMENT,30
90,Eyeinfectn,MITOMYCIN-C KYOWA 10MG,1
90,Eyeinfectn,VIDISIC GEL,66
90,Eyeinfectn,NORVASC TABLETS 5MG,8
90,Eyeinfectn,TRUSOPT OPHTHALMIC SOLUTION 2%,3
90,Eyeinfectn,FAMVIR,3
90,Eyeinfectn,QUINAX STERILE OPHTHALMIC SOLUTION,24
90,Eyeinfectn,XALATAN 50UG/ML (0.005%),13
90,Eyeinfectn,SEROQUEL TABLETS 25MG,4
90,Eyeinfectn,AUGMENTIN 1G F.C. TABLETS,1
90,Eyeinfectn,NIMBEX INJECTION 2MG/ML,1
90,Eyeinfectn,SINGULAIR CHEWABLE TAB. 5MG,1
90,Eyeinfectn,APROVEL 300MG FILM-COATED TABLETS,8
90,Eyeinfectn,EMADINE STERILE OPHTHALMIC SOLUTION,82
90,Eyeinfectn,ELEBLOC 2% EYE DROPS,1
90,Eyeinfectn,ZITHROMAX  250MG  TABLETS,1
90,Eyeinfectn,COSOPT OPHTHALMIC SOLUTION,10
90,Eyeinfectn,ALPHAGAN P OPHTHALMIC SOLUTION 0.15%,32
90,Eyeinfectn,MYFORTIC 180MG GASTRO-RESISTANT TABLETS,14
90,Eyeinfectn,TIMOLAST 0.5% OPHTHALMIC GEL FORMING SOLUTION,4
90,Eyeinfectn,ZADITEN 0.25MG/ML EYE DROPS,39
90,Eyeinfectn,ULTRACET TABLETS,1
90,Eyeinfectn,"TRAVATAN 40 MICROGRAMS/ML EYE DROPS, SOLUTION",2
90,Eyeinfectn,CYMBALTA 60MG,4
90,Eyeinfectn,CYMBALTA 30MG,4
90,Eyeinfectn,COMBIGAN EYE DROPS,12
90,Eyeinfectn,Cravit ophthalmic solution,2
90,Eyeinfectn,AVAMYS NASAL SPRAY,1
90,Eyeinfectn,Wellbutrin XL 150 mg Tablet “Canada”,1
90,Eyeinfectn,"Azarga Eye drops, suspension",2
90,Eyeinfectn,LIGNOCAINE HCL-FRESENIUS INJECTION 2 %,1
90,Eyeinfectn,CURAM FILM-COATED TABLETS 625MG,3
90,Eyeinfectn,"BOTOX (BOTULINUM TOXIN TYPE A) PURIFIED NEUROTOXIN COMPLEX ""ALLERGAN",2
90,Eyeinfectn,"SODIUM BICARBONATE TABLETS 0.3 GM ""F.Y.",1
90,Eyeinfectn,"ACETAZOLAMIDE TABLETS ""N.Y.",9
90,Eyeinfectn,"TETRACYLIN HCL OPHTHALMIC OINT  1% ""KINGDOM",30
90,Eyeinfectn,"FRONIL S.C. TABLETS ""JOHNSON",1
90,Eyeinfectn,VISTARIL CAPSULES,2
90,Eyeinfectn,CALOMIDE S.C. TABLETS 250UG,1
91,Othereyedx,"DEXTROSE AND SODIUM CHLORIDE INJECTION ""Y.F.",1
91,Othereyedx,FLUCORT-F OINTMENT 0.025%,3
91,Othereyedx,"SODIUM CHLORIDE INJECTION ""Y.F.",5
91,Othereyedx,EYE RINDERON-A OINTMENT,3
91,Othereyedx,"EYE BETASON-N OINTMENT ""WINSTON",41
91,Othereyedx,"PANACAL INJECTION ""PANBIOTIC",1
91,Othereyedx,"LIDOCAINE HCL 2% FOR I.V. INJECTION ""LITA",4
91,Othereyedx,"MAGNESIUM OXIDE TABLETS 250MG ""VPP",1
91,Othereyedx,"EPINEPHRINE INJECTION ""VPP",12
91,Othereyedx,RIFAMPIN CAPSULES 300MG,8
91,Othereyedx,"TRICODEX CREAM ""C.C.P.",1
91,Othereyedx,KINGMIN OPHTHALMIC SOLUTION (SULFAMETHOXAZOLE),137
91,Othereyedx,"PANBICORT INJECTION (TRIAMCINOLONE) ""PANBIOTIC",2
91,Othereyedx,GLIDIAB TABLETS 5MG(GLIPIZIDE) ,11
91,Othereyedx,"YONFUPHARM"" IBUPROFEN TABLETS",4
91,Othereyedx,FUMUCIL INJECTION (ACETYLCYSTEINE),7
91,Othereyedx,B. &N. BACINEOCIN OINTMENT,1
91,Othereyedx,"CIVIDOID GEL (HEPARINOID) ""SINPHAR",1
91,Othereyedx,"MAGNESIUM OXIDE TABLETS ""KINGDOM",4
91,Othereyedx,"DEXTROSE AND SODIUM CHLORIDE INJECTION 5%/0.9% ""Y.F.",7
91,Othereyedx,UCEFA CAPSULES 500MG (CEFADROXIL),2
91,Othereyedx,"GENTAMYCIN OPHTH. OINTMENT 3MG/GM ""GCPC",9
91,Othereyedx,TOPSYM LOTION (FLUOCINONIDE),2
91,Othereyedx,EXELDERM SOLUTION (SULCONAZOLE),2
91,Othereyedx,"SULINTON TABLETS 200MG ""Y.S.""(SULINDAC)",1
91,Othereyedx,"PHENYLEPRINE HYDROCHLORIDE OPHTHALMIC SOLUTION 10% ""WU FU",1
91,Othereyedx,COUGH MIXTURE,1
91,Othereyedx,"REBAMOL TABLETS 500MG (METHOCARBAMOL) "" WINSTON ",1
91,Othereyedx,"PARMASON GARGLE SOLUTION (CHLORHEXIDINE) ""B&F",1
91,Othereyedx,"ATROPINE SULPHATE OPHTHALMIC SOLUTION 0.5% ""WU FU",1
91,Othereyedx,"CHLORAMPHENICOL OPHTHALMIC SOLUTION 0.25% ""SYNMOSA",88
91,Othereyedx,"PILOCARPINE OPHTHALMIC SOLUTION 1% ""Synmosa",8
91,Othereyedx,"SALINSE OINTMENT ""GCPC",3
91,Othereyedx,MESTINON S.C. TABLETS 60MG (PYRIDOSTIGMINE BROMIDE),14
91,Othereyedx,TINTEN TABLETS 500MG,71
91,Othereyedx,AMPRAZO TABLETS 0.5 MG (ALPRAZOLAM),1
91,Othereyedx,"AVERINE CAPSULES 60MG ""ROYAL",1
91,Othereyedx,"FOXONE OPHTHALMIC SUSPENSION 1MG/ML ""VINSTON",112
91,Othereyedx,"KARTEOL OPHTHALMIC SOLUTION 2% ""KINGDOM""(CARTEOLOL HCL)",35
91,Othereyedx,"FOXONE OPHTHALMIC SUSPENSION 0.2MG/ML ""WINSTON",145
91,Othereyedx,ZINE ORABASE 0.1%,1
91,Othereyedx,KOLINCIN GEL 10MG/G,1
91,Othereyedx,"CLONOPAM TABLETS 0.5MG ""KINGDOM""(CLONAZEPAM)",1
91,Othereyedx,"METICORT TABLETS 4MG ""KINGDOM"" (METHYLPREDNISOLONE)",2
91,Othereyedx,"FLUCASON OPHTHALMIC SUSPENSION0.02%  ""KINGDOM"" FLUOROMETOLONE",17
91,Othereyedx,SYNTAM F.C. TABLETS 1200MG,8
91,Othereyedx,GENDERMIN OPHTHALMIC OINTMENT 3MG/GM (GENTAMICIN SULFATE),21
91,Othereyedx,Laston Injection 30 mg/ml (Ketorolac Tromethamine),1
91,Othereyedx,"ANTILON F.C. TABLETS ""Y.C.",4
91,Othereyedx,KINTROPINE EYE DROPS 0.125%“KINGDOM”,4
91,Othereyedx,KINTROPINE EYE DROPS 0.25%”KINGDOM”,1
91,Othereyedx,SUKERIN OPHTHALMIC SOLUTION 0.5%W/V“UNION”,23
91,Othereyedx,TETRACYCLINE OPHTHALMIC OINTMENT“WINSTON”,2
91,Othereyedx,"FLUPINE TABLETS 0.25MG ""JOHNSON"" (FLUDIAZEPAM)",6
91,Othereyedx,"DIAPIN TABLETS 2MG (DIAZEPAM)""PINE LAWER",3
91,Othereyedx,ADRENALIN INJECTION,1
91,Othereyedx,INDOY CAPSULES,3
91,Othereyedx,DEXAMETHASONE INJECTION,7
91,Othereyedx,GENTAMYCIN INJECTION,10
91,Othereyedx,PROPRANOLOL TABLETS 10MG ,3
91,Othereyedx,"AMOXICILLIN CAPSULES ""YUNG SHIN",1
91,Othereyedx,"PEICHIA TABLETS ""P.L.",1
91,Othereyedx,"RIFAMPICIN CAPSULES 300MG ""YUNG SHIN",2
91,Othereyedx,"PONSTAL CAPSULES 250MG  ""SINPHAR""(MEFENAMIC ACID)",4
91,Othereyedx,"TREN CAPSULES 250MG (TRANEXAMIC ACID) ""YUNG SHIN",6
91,Othereyedx,"MORCASIN TABLETS ""SINPHAR",1
91,Othereyedx,"ERGOXIN TABLETS 1.5MG (DIHYDROERGOTOXINE METHANESULFONATE) ""S.C.",3
91,Othereyedx,"CEFADROXIL CAPSULES 500MG ""S.T.",1
91,Othereyedx,"AMIZIDE TABLETS ""STANDARD",1
91,Othereyedx,"COMPESOLON TABLETS 5MG ""PINE LAWER"" (PREDNISOLONE)",6
91,Othereyedx,BUFENCON INJECTION,9
91,Othereyedx,ALAT CAPSULES 10MG (NIFEDIPINE),1
91,Othereyedx,"CLEO EYE DROP 3MG/ML (TOBRAMYCIN) ""PURZER",12
91,Othereyedx,"DOXYCYCLINE CAPSULES 100MG ""P.L.",6
91,Othereyedx,"FUSONE EYE DROPS 1MG/ML ""MEDICINE"" (BETAMETHASONE)",10
91,Othereyedx,"WELIZEN F.C. TABLETS 20MG ""N.K.",7
91,Othereyedx,"LABTAL F.C. TABLETS 200MG (LABETALOL) ""SINPHAR",1
91,Othereyedx,"TRAND CAPSULES 250MG ""STANDARD""(TRANEXAMIC ACID)",1
91,Othereyedx,GLIBUDON F. C. TABLETS 500MG(METFORMIN HYDROCHLORIDE),2
91,Othereyedx,"CYPROMIN SOLUTION 0.4MG/ML ""CENTER",1
91,Othereyedx,"ASCOTYL ENTERIC-MICROENCAPSULATED CAPSULES 100MG ""STANDARD",5
91,Othereyedx,"CLORAMPHENICOL 0.25% EYE DROPS ""SINPHAR",21
91,Othereyedx,DINIDOL S.C. TABLETS 25MG,1
91,Othereyedx,ZOLPI F.C  TABLETS 10MG,6
91,Othereyedx,NILASEN TABLETS 24MG,3
91,Othereyedx,CRAVIT F.C. TAB 500MG,10
91,Othereyedx,"FLUTICOSONE CREAM ""S.C.",1
91,Othereyedx,OXBU EXTENDED-RELEASE TABLETS 5MG,1
91,Othereyedx,ZODENOX FILM COATED TABLETS 10MG“YUNG SHIN”,4
91,Othereyedx,"METHIMAZOLE TABLETS 5MG ""JOHNSON",1
91,Othereyedx,SULMEZOLE EYE DROPS 4%“MEDICINE”(SULFAMETHOXAZOLE SODIUM),59
91,Othereyedx,"LORAPSEUDO SR F.C. TABLETS 5/120MG ""CYH",1
91,Othereyedx,GLIBUDON TABLETS 500MG,11
91,Othereyedx,"NIFEDIPINE S.R.F.C. TABLETS 30MG ""CYH",1
91,Othereyedx,"GLIPIZIDE TABLETS 5MG ""CYH",2
91,Othereyedx,FUNGIZONE INTRAVENOUS,1
91,Othereyedx,SANDIMMUN CONCENTRATE FOR INTRAVENOUS INFUSIO,5
91,Othereyedx,CYCLOGYL 1%,4
91,Othereyedx,CYCLOGYL 2%,2
91,Othereyedx,MYDRIACYL 1%,10
91,Othereyedx,TOBREX EYE OINTMENT,14
91,Othereyedx,NATACYN 5% OPHTHALMIC SUSPENSION,2
91,Othereyedx,TEARS NATURALE,77
91,Othereyedx,DURATEARS STERILE OPH OINT,89
91,Othereyedx,ECONOPRED PLUS 1%,43
91,Othereyedx,TOBRADEX OPHTHALMIC SUSPENSION,34
91,Othereyedx,LIQUIFILM TEARS,85
91,Othereyedx,1% PRED FORTE OPHTHALMIC SUSPENSION,3
91,Othereyedx,BETOPTIC S STERILE OPHTHALMIC SUSPENSION,6
91,Othereyedx,SINEMET 25/100 TABLETS,13
91,Othereyedx,NITROSTAT 0.6MG,1
91,Othereyedx,TOBRADEX STERILE OPHTHALMIC OINTMENT,68
91,Othereyedx,MITOMYCIN-C KYOWA 10MG,1
91,Othereyedx,VIDISIC GEL,142
91,Othereyedx,BRUMIXOL CREAM,3
91,Othereyedx,NORVASC TABLETS 5MG,14
91,Othereyedx,TRUSOPT OPHTHALMIC SOLUTION 2%,21
91,Othereyedx,CILOXAN STERILE OPHTHALMIC SOLUTION,4
91,Othereyedx,QUINAX STERILE OPHTHALMIC SOLUTION,44
91,Othereyedx,XALATAN 50UG/ML (0.005%),45
91,Othereyedx,AUGMENTIN 1G F.C. TABLETS,2
91,Othereyedx,NIMBEX INJECTION 2MG/ML,9
91,Othereyedx,OFTALMOLOSA CUSI GENTAMICIN 0.3%,8
91,Othereyedx,APROVEL 300MG FILM-COATED TABLETS,13
91,Othereyedx,EMADINE STERILE OPHTHALMIC SOLUTION,53
91,Othereyedx,ELEBLOC 2% EYE DROPS,5
91,Othereyedx,ALLEGRA TABLETS 180MG,1
91,Othereyedx,COSOPT OPHTHALMIC SOLUTION,27
91,Othereyedx,FLUORO-URACIL GERMANY,1
91,Othereyedx,VFEND FILM-COATED TABLETS 200MG,1
91,Othereyedx,VFEND  200MG FOR SOLUTION FOR INJECTION,2
91,Othereyedx,ALPHAGAN P OPHTHALMIC SOLUTION 0.15%,51
91,Othereyedx,TIMOLAST 0.5% OPHTHALMIC GEL FORMING SOLUTION,16
91,Othereyedx,ZADITEN 0.25MG/ML EYE DROPS,49
91,Othereyedx,ULTRACET TABLETS,2
91,Othereyedx,EQUORAL SOFT CAPSULES 100MG,6
91,Othereyedx,"TRAVATAN 40 MICROGRAMS/ML EYE DROPS, SOLUTION",31
91,Othereyedx,GASTER D TABLETS 20MG,3
91,Othereyedx,COMBIGAN EYE DROPS,24
91,Othereyedx,Cravit ophthalmic solution,46
91,Othereyedx,"DUOTRAV eye drops, solution",3
91,Othereyedx,Exforge film-coated tablet 5/80mg,2
91,Othereyedx,CLOBEX 500ΜG/G SHAMPOO,5
91,Othereyedx,Exforge film-coated tablet 5/160mg,6
91,Othereyedx,"Azarga Eye drops, suspension",7
91,Othereyedx,LIGNOCAINE HCL-FRESENIUS INJECTION 2 %,3
91,Othereyedx,CURAM FILM-COATED TABLETS 625MG,1
91,Othereyedx,"TETANUS TOXOID ALUM PRECIPITATED ""KUO KWANG",1
91,Othereyedx,Lucentis 10mg/ml solution for injection,2
91,Othereyedx,"ACETAZOLAMIDE TABLETS ""N.Y.",19
91,Othereyedx,EPHEDRINE HYDROCHLORIDE INJECTION,1
91,Othereyedx,"TETRACYLIN HCL OPHTHALMIC OINT  1% ""KINGDOM",17
91,Othereyedx,"FRONIL S.C. TABLETS ""JOHNSON",6
91,Othereyedx,"PROCHLORPERAZINE MALEATE TABLETS ""JOHNSON",1
91,Othereyedx,CALOMIDE S.C. TABLETS 250UG,8
92,Otitismedia,MENNA CAPSULES,1
92,Otitismedia,CARBETIN TABLETS,6
92,Otitismedia,"LIDOCAINE HCL 2% FOR I.V. INJECTION ""LITA",1
92,Otitismedia,"MAGNESIUM OXIDE TABLETS 250MG ""VPP",1
92,Otitismedia,"EPINEPHRINE INJECTION ""VPP",1
92,Otitismedia,"COLD CAPSULES ""SWISS BRAND",10
92,Otitismedia,"SALUTOL TABLETS (SALBUTAMOL) ""KINGDOM",1
92,Otitismedia,KINGMIN OPHTHALMIC SOLUTION (SULFAMETHOXAZOLE),2
92,Otitismedia,"YONFUPHARM"" IBUPROFEN TABLETS",9
92,Otitismedia,B. &N. BACINEOCIN OINTMENT,2
92,Otitismedia,"MAGNESIUM OXIDE TABLETS ""KINGDOM",1
92,Otitismedia,"DEXTROSE AND SODIUM CHLORIDE INJECTION 5%/0.9% ""Y.F.",3
92,Otitismedia,"ERYMYCIN CAPSULES 250MG (ERYTHROMYCIN ESTOLATE) ""VPP",4
92,Otitismedia,UCEFA CAPSULES 500MG (CEFADROXIL),1
92,Otitismedia,"DEXTROSE 5% AND SODIUM CHLORIDE 0.225% INJECTION ""Y.F.",2
92,Otitismedia,"SUCRAL TABLETS 500MG ""VPP"" ",1
92,Otitismedia,"COTRIZINE TABLETS 200MG ""SWISS"" (KETOCONAZOLE)",11
92,Otitismedia,COUGH MIXTURE,1
92,Otitismedia,"FUNASIN CAPSULES 5MG ""KOJAR"" (FLUNARIZINE)",11
92,Otitismedia,"GUAPHEN SYRUP 20MG/ML (GUAIFENESIN) ""CENTER",2
92,Otitismedia,CINOLONE F.C. TABLET 250MG,24
92,Otitismedia,TINTEN TABLETS 500MG,23
92,Otitismedia,"ANTI-PHEN SYRUP 24MG/ML""CENTER",1
92,Otitismedia,SECORINE SYRUP,1
92,Otitismedia,SPIZ SYRUP,2
92,Otitismedia,BENSAU(BENZONATATE 100MG) SOFT CAPSULE,1
92,Otitismedia,AMPRAZO TABLETS 0.5 MG (ALPRAZOLAM),1
92,Otitismedia,KINAX TABLETS 0.5MG (ALPRAZOLAM),1
92,Otitismedia,"LINDACIN CAPSULES 150MG ""S.T."" (CLINDAMYCIN)",12
92,Otitismedia,ZINE ORABASE 0.1%,1
92,Otitismedia,"U-CHU"" ACEO CAPSULES RETARD 90MG",5
92,Otitismedia,"METICORT TABLETS 4MG ""KINGDOM"" (METHYLPREDNISOLONE)",2
92,Otitismedia,ACTEIN EFFERVESCENT TABLETS 600MG,9
92,Otitismedia,Laston Injection 30 mg/ml (Ketorolac Tromethamine),2
92,Otitismedia,"MOCOUGH CAPSULES ""LITA",1
92,Otitismedia,B-N-O OINTMENT,5
92,Otitismedia,"FLUPINE TABLETS 0.25MG ""JOHNSON"" (FLUDIAZEPAM)",3
92,Otitismedia,"DIAPIN TABLETS 2MG (DIAZEPAM)""PINE LAWER",7
92,Otitismedia,CINNAZINE TABLETS(,2
92,Otitismedia,CYPRODIN TABLETS,1
92,Otitismedia,PROMERAN INJECTION,1
92,Otitismedia,DEXAMETHASONE INJECTION,1
92,Otitismedia,"AMOXICILLIN CAPSULES ""YUNG SHIN",5
92,Otitismedia,"PONSTAL CAPSULES 250MG  ""SINPHAR""(MEFENAMIC ACID)",3
92,Otitismedia,"CIMETIN TABLETS (CIMETIDINE) ""JOHNSON",5
92,Otitismedia,"MYCOMB OTIC DROPS ""SINPHAR",24
92,Otitismedia,"MORCASIN TABLETS ""SINPHAR",5
92,Otitismedia,"CEFADROXIL CAPSULES 500MG ""S.T.",4
92,Otitismedia,"COMPESOLON TABLETS 5MG ""PINE LAWER"" (PREDNISOLONE)",9
92,Otitismedia,"MUSCO TABLETS 30MG ""STANDARD"" (AMBROXOL HYDROCHLORIDE)",18
92,Otitismedia,"AXOL LIQUID 3MG/ML (AMBROXOL) ""YUNG SHIN",2
92,Otitismedia,"LIQUID BROWN MIXTURE (WITH OPIUM) ""CENTER",5
92,Otitismedia,"IBUPROFEN ORAL SUSPENSION 20MG/ML ""CENTER",1
92,Otitismedia,"STROLIN LIQUID 0.5MG/ML ""CENTER",1
92,Otitismedia,"CYPROMIN SOLUTION 0.4MG/ML ""CENTER",2
92,Otitismedia,MEPTIN-MINI TABLETS,1
92,Otitismedia,"RICH CAPSULES 30MG  ""N.K",1
92,Otitismedia,DINIDOL S.C. TABLETS 25MG,8
92,Otitismedia,"CODICON-U CAPSULES ""SINPHAR",2
92,Otitismedia,EARFLO OTIC SOLUTION,83
92,Otitismedia,NILASEN TABLETS 24MG,5
92,Otitismedia,CRAVIT F.C. TAB 500MG,1
92,Otitismedia,"Metsone Cream 0.1% ""Sinphar",1
92,Otitismedia,XYZINE F.C. TABLETS 5MG,19
92,Otitismedia,SULMEZOLE EYE DROPS 4%“MEDICINE”(SULFAMETHOXAZOLE SODIUM),11
92,Otitismedia,MOSAPULIN FILM COATED TABLETS 5MG,5
92,Otitismedia,"LORAPSEUDO SR F.C. TABLETS 5/120MG ""CYH",15
92,Otitismedia,CATAFLAM 25MG SUGAR-COATED TABLETS,1
92,Otitismedia,ELOMET OINTMENT 0.1%,1
92,Otitismedia,CLARINASE REPETABS TABLETS,7
92,Otitismedia,SOFRADEX DROPS,16
92,Otitismedia,AUGMENTIN SYRUP 457MG/5ML /35ML,2
92,Otitismedia,AUGMENTIN 1G F.C. TABLETS,25
92,Otitismedia,NIMBEX INJECTION 2MG/ML,5
92,Otitismedia,SINGULAIR CHEWABLE TAB. 5MG,1
92,Otitismedia,NASONEX AQUEOUS NASAL SPRAY,6
92,Otitismedia,ALLEGRA TABLETS 180MG,18
92,Otitismedia,PULMICORT NASAL AQUA 64UG/DOSE  120DOSE,5
92,Otitismedia,AVAMYS NASAL SPRAY,2
92,Otitismedia,CURAM FILM-COATED TABLETS 625MG,8
92,Otitismedia,"Curam powder for injection 500/100 mg, 1000/200 mg",1
92,Otitismedia,ANNA F COATED TABLETS,13
92,Otitismedia,TAEE S.C. TABLETS 5MG,3
93,Dizziness,MENNA CAPSULES,13
93,Dizziness,URETROPIC TABLETS,13
93,Dizziness,"SODIUM CHLORIDE INJECTION ""Y.F.",67
93,Dizziness,"ATROPINE SULFATE INJECTION ""SINTONG",1
93,Dizziness,MORPHINE HYDROCHLORIDE TABLETS 10MG,1
